NOME_ARQ,EARM_SE,EARM_S,EARM_NE,EARM_N,EARM_SIN,GT_SE,GT_S,GT_NE,GT_N,GT_SIN,GH_SE,GH_S,GH_NE,GH_N,GH_SIN,CMO_SE,CMO_S,CMO_NE,CMO_N,DEF_SE,DEF_S,DEF_NE,DEF_N
relato_2020_03_rv0,43.8,31.9,63.0,43.7,46.38684201480315,3387.3,805.9,807.7,1580.0,6580.9,39958.9,3047.5,2472.8,17030.8,62510.0,91.8,160.65,91.8,90.84,0.0,0.0,0.0,0.0
relato_2020_03_rv1,47.2,31.5,64.5,49.8,49.32990975240521,4454.3,1187.5,1266.7,720.8,7629.3,36876.6,2569.5,3037.8,18231.1,60715.0,298.23,319.6,127.82,59.61,0.0,0.0,0.0,0.0
relato_2020_03_rv2,49.4,30.4,69.4,59.2,52.1565491552737,5467.3,1548.0,814.9,657.4,8487.6,35625.799999999996,2324.6,3477.4,18308.8,59736.59999999999,349.24,518.85,126.04,0.0,0.0,0.0,0.0,0.0
relato_2020_03_rv3,51.4,29.8,73.5,69.6,54.786861230315274,5111.4,1499.3,820.1,667.4,8098.2,34999.6,1939.5,2940.0,17750.1,57629.2,316.28,501.11,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_04_rv0,51.6,17.4,81.7,73.7,55.70462133365308,3560.7,632.0,2029.3,657.6,6879.6,33331.7,1675.8,3292.2,11206.9,49506.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_04_rv1,53.5,16.5,85.5,74.9,57.71574286163184,3457.9,620.0,1027.4,658.5,5763.8,31592.3,1549.5,4032.6,12031.7,49206.100000000006,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_04_rv2,54.7,15.9,88.6,75.9,59.12024477456842,4364.5,413.1,565.0,658.5,6001.1,30469.8,1351.4,3957.6,13828.0,49606.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_04_rv3,55.6,15.4,88.5,77.0,59.7563905243486,3573.5,365.6,365.0,656.7,4960.8,29589.7,1272.2,4290.2,12135.9,47288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_05_rv0,56.2,14.5,90.6,78.6,60.61763614733238,4236.5,399.1,610.2,656.0,5901.8,28256.0,1332.5,3987.8,11490.7,45067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_05_rv1,57.1,13.9,91.3,79.7,61.3900407072603,4230.4,485.4,870.4,658.5,6244.699999999999,28287.899999999998,1210.9,3976.2,12154.7,45629.7,46.92,46.92,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_05_rv2,57.6,13.2,92.0,80.6,61.86432475637842,3228.8,497.7,1345.0,658.5,5730.0,27992.399999999998,1217.0,3243.0,12921.6,45374.0,49.64,49.64,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_05_rv3,58.0,12.7,92.0,81.6,62.163152609958736,3283.8,423.0,1367.4,658.4,5732.6,27828.0,1403.8,3249.3,12905.5,45386.6,76.65,76.65,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_05_rv4,58.2,12.6,91.7,82.5,62.29048788232214,3372.8,449.4,1352.0,658.4,5832.6,27634.0,1134.6,3231.3,13272.4,45272.299999999996,98.12,98.12,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_06_rv0,58.4,12.9,91.7,83.2,62.525140518138556,3084.8,433.0,1522.0,1034.8,6074.6,27251.3,1168.5,3215.0,11480.6,43115.4,70.78,70.78,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_06_rv1,58.4,13.7,91.6,83.0,62.55126646410193,4332.9,433.0,274.0,1148.5,6188.4,26123.399999999998,1144.2,3288.4,11864.4,42420.4,191.62,191.62,0.0,0.0,0.0,0.0,0.0,0.0
relato_2020_06_rv2,58.3,15.3,90.9,83.5,62.493403794212696,4988.5,1132.4,274.0,2085.6,8480.5,25480.1,1430.2,3480.4,11583.6,41974.3,280.76,280.76,123.03,123.03,0.0,0.0,0.0,0.0
relato_2020_06_rv3,58.0,19.1,89.2,83.8,62.2577306757974,3779.7,951.6,894.0,2447.6,8072.9,26202.5,1804.1,4927.3,8845.6,41779.5,252.86,252.86,142.02,142.02,0.0,0.0,0.0,0.0
relato_2020_07_rv0,57.5,22.7,86.4,83.4,61.621143753910914,3103.5,1024.8,579.8,2097.8,6805.900000000001,27784.5,1718.5,6838.6,7409.9,43751.5,251.97,251.97,123.3,123.3,0.0,0.0,0.0,0.0
relato_2020_07_rv1,57.1,28.0,83.5,83.8,61.210181308672354,2835.5,478.0,856.5,2424.9,6594.9,27840.9,3863.0,7301.4,5875.8,44881.100000000006,216.89,216.89,132.17,213.91,0.0,0.0,0.0,0.0
relato_2020_07_rv2,56.5,32.9,80.7,83.6,60.61740846093405,2871.9,352.9,361.2,2250.2,5836.2,28414.3,6556.5,7573.8,5192.5,47737.100000000006,206.01,206.01,140.82,206.01,0.0,0.0,0.0,0.0
relato_2020_07_rv3,55.8,34.0,77.8,83.4,59.67725834349069,3129.8,579.5,411.4,2384.1,6504.799999999999,28119.9,7481.5,7518.6,4575.6,47695.6,240.11,240.11,133.14,240.11,0.0,0.0,0.0,0.0
relato_2020_07_rv4,54.9,32.3,75.1,82.6,58.409097802197415,2929.0,759.0,658.6,2658.7,7005.3,27896.800000000003,7465.3,7218.3,4294.5,46874.90000000001,257.91,257.91,128.22,257.91,0.0,0.0,0.0,0.0
relato_2020_08_rv0,53.8,31.3,73.3,78.5,57.031439786352514,4208.9,860.0,864.7,1540.1,7473.699999999999,27903.699999999997,6715.6,4904.4,5739.6,45263.299999999996,327.47,327.47,95.33,320.09,0.0,0.0,0.0,0.0
relato_2020_08_rv1,52.6,30.7,70.8,76.2,55.58362006171886,4957.6,860.0,867.7,2625.5,9310.8,27539.1,4843.7,6307.5,4024.9,42715.200000000004,380.71,380.71,101.8,380.71,0.0,0.0,0.0,0.0
relato_2020_08_rv2,51.5,31.0,68.0,73.3,54.182347067324365,3768.5,840.8,637.0,2625.0,7871.3,27780.5,7697.2,6606.6,4050.9,46135.2,311.92,311.92,96.22,311.92,0.0,0.0,0.0,0.0
relato_2020_08_rv3,50.8,37.6,65.1,70.4,53.47419434232342,3836.2,152.0,437.0,2231.1,6656.299999999999,30810.3,8471.4,7216.3,3843.9,50341.9,164.56,164.56,82.6,164.56,0.0,0.0,0.0,0.0
relato_2020_09_rv0,49.7,37.1,62.6,64.9,51.93311930825447,4057.1,344.3,190.0,2038.6,6630.0,29310.000000000004,7416.3,6251.2,5307.9,48285.4,207.42,207.42,139.83,207.42,0.0,0.0,0.0,0.0
relato_2020_09_rv1,48.3,36.2,59.7,61.1,50.173888459808936,4359.2,625.4,260.5,2033.4,7278.5,29889.0,6908.9,6874.6,4154.4,47826.9,247.38,247.38,144.5,247.38,0.0,0.0,0.0,0.0
relato_2020_09_rv2,46.7,33.4,56.6,56.9,48.08790890461038,5555.1,860.0,493.8,1655.3,8564.2,29908.899999999998,7683.4,7095.6,4168.8,48856.7,320.51,320.51,154.86,320.51,0.0,0.0,0.0,0.0
relato_2020_09_rv3,44.8,30.9,53.7,52.9,45.85807796211052,6277.0,860.0,1025.6,1719.2,9881.800000000001,31728.9,6472.6,6589.1,3789.2,48579.799999999996,396.31,396.31,158.33,396.31,0.0,0.0,0.0,0.0
relato_2020_10_rv0,42.9,30.2,51.5,47.4,43.79580022494996,6642.3,860.0,1941.7,2447.8,11891.8,32213.4,5388.6,5262.4,4742.9,47607.3,558.96,558.96,196.54,558.96,0.0,0.0,0.0,0.0
relato_2020_10_rv1,40.7,29.4,48.8,43.0,41.48558665978843,7855.6,1446.0,1797.9,2451.7,13551.2,33928.6,4686.8,6286.6,4073.5,48975.5,787.28,787.28,213.72,787.28,0.0,0.0,0.0,0.0
relato_2020_10_rv2,38.7,29.4,46.1,38.4,39.35960360208228,7784.3,1581.5,1669.5,2495.5,13530.8,32964.6,4940.7,5866.5,4253.3,48025.1,804.04,804.04,222.16,804.04,0.0,0.0,0.0,0.0
relato_2020_10_rv3,36.6,29.4,43.7,33.4,37.19530889774181,7867.3,1586.7,2232.3,2778.9,14465.199999999999,33552.2,2537.1,5605.8,4355.1,46050.2,909.68,909.68,236.26,909.68,0.0,0.0,0.0,0.0
relato_2020_10_rv4,34.8,29.4,40.8,31.0,35.291419123903346,7852.4,1588.1,2067.3,2774.6,14282.4,33802.8,2062.2,6966.1,3161.2,45992.299999999996,927.23,927.23,230.93,927.23,0.0,0.0,0.0,0.0
relato_2020_11_rv0,33.5,29.4,38.5,26.6,33.73944931514562,7883.0,1585.6,1324.3,2308.0,13100.9,32107.1,1754.6,7490.5,4026.5,45378.7,1089.39,1089.39,170.96,1089.39,0.0,0.0,0.0,0.0
relato_2020_11_rv1,31.8,29.3,37.4,25.6,32.292200645271585,7993.8,1588.6,1972.3,2800.5,14355.199999999999,32279.4,1744.1,7338.6,3781.6,45143.7,1732.38,1732.38,270.93,1732.38,0.0,0.0,0.0,0.0
relato_2020_11_rv2,30.5,29.3,36.1,23.7,31.049147957246465,7497.1,1531.3,1977.1,2749.7,13755.2,31463.899999999998,4265.0,6637.5,3911.9,46278.299999999996,1261.27,1261.27,319.93,1261.27,0.0,0.0,0.0,0.0
relato_2020_11_rv3,29.2,29.1,34.1,23.3,29.748051071069824,7917.3,1811.1,1967.9,2747.6,14443.9,33898.2,2222.9,7149.1,4525.7,47795.899999999994,1708.68,1708.68,287.27,1708.68,0.0,0.0,0.0,0.0
relato_2020_12_rv0,27.2,29.3,34.1,21.6,28.272327621918592,7835.7,1940.1,4129.9,3107.5,17013.199999999997,35223.5,3637.8,4535.8,5389.4,48786.50000000001,2264.8,2264.8,2258.29,2264.8,0.0,0.0,0.0,0.0
relato_2020_12_rv1,26.9,32.1,31.8,20.1,27.766608421273915,7089.4,1662.5,2069.5,2780.5,13601.9,31326.0,9508.9,8212.9,4879.2,53927.0,622.72,622.72,427.45,622.72,0.0,0.0,0.0,0.0
relato_2020_12_rv2,27.2,30.7,29.5,18.6,27.394937597166297,7355.3,1778.8,2960.7,2954.9,15049.699999999999,30710.3,7844.9,7709.3,4955.0,51219.5,716.94,716.94,694.57,716.94,0.0,0.0,0.0,0.0
relato_2020_12_rv3,27.8,30.7,28.0,17.9,27.51335641165329,5516.1,1187.5,2024.5,2777.2,11505.3,31445.600000000002,7190.1,8128.7,4817.8,51582.200000000004,395.39,395.39,254.84,395.39,0.0,0.0,0.0,0.0
relato_2021_01_rv0,29.0,29.4,29.5,18.0,28.54497305520743,7423.6,1667.0,2377.5,2777.5,14245.6,35846.2,6764.7,3664.2,5449.6,51724.69999999999,627.51,627.51,627.51,627.51,0.0,0.0,0.0,0.0
relato_2021_01_rv1,30.2,29.2,30.9,17.1,29.5756771258338,7613.7,1910.1,4079.7,2993.7,16597.2,34688.4,3590.6,3598.4,6117.5,47994.9,1093.66,1093.66,1093.66,1093.66,0.0,0.0,0.0,0.0
relato_2021_01_rv2,31.2,29.2,31.5,17.1,30.38441618928657,7967.3,1909.1,4597.2,2988.1,17461.699999999997,35754.700000000004,4380.4,3316.4,5931.7,49383.200000000004,1340.46,1340.46,1340.46,1340.46,0.0,0.0,0.0,0.0
relato_2021_01_rv3,33.0,29.2,32.0,17.4,31.752839566600972,5471.2,1187.0,2179.5,2736.0,11573.7,38834.4,7773.4,3424.0,8321.2,58353.0,544.5,544.5,544.5,544.5,0.0,0.0,0.0,0.0
relato_2021_01_rv4,34.2,37.5,33.0,17.4,33.340648173673095,4177.1,1187.0,1985.3,2380.6,9730.0,38990.3,10453.7,3242.3,7397.8,60084.100000000006,321.47,321.47,321.47,321.47,0.0,0.0,0.0,0.0
relato_2021_02_rv0,34.4,48.8,33.5,17.4,34.367442413635935,3362.9,927.5,1985.3,2092.4,8368.1,40172.0,10979.5,2359.5,9420.1,62931.1,306.22,233.55,306.22,306.22,0.0,0.0,0.0,0.0
relato_2021_02_rv1,35.8,46.0,33.7,17.5,35.200918579786496,4578.4,1192.0,2004.9,2409.3,10184.599999999999,38623.6,12613.0,2361.2,7174.6,60772.399999999994,373.49,341.37,373.49,373.49,0.0,0.0,0.0,0.0
relato_2021_02_rv2,37.7,42.7,34.9,21.5,36.72651719708037,4598.3,1192.0,1994.0,1719.0,9503.3,35763.799999999996,9732.3,2389.6,9947.5,57833.19999999999,344.71,344.71,344.71,344.71,0.0,0.0,0.0,0.0
relato_2021_02_rv3,39.2,38.8,37.5,27.3,38.26933361743845,4189.0,1192.0,1991.5,1891.5,9264.0,35576.4,7871.0,2849.9,14140.0,60437.3,373.38,373.38,373.38,373.38,0.0,0.0,0.0,0.0
